,z,cluster
27889,1,3
29519,0,3
4736,0,3
4326,0,3
29284,0,3
27892,1,3
23238,0,3
4313,0,3
1467,0,3
4137,0,3
4559,0,3
4586,0,3
23377,0,3
29316,0,3
23336,0,3
37200,1,3
4481,0,3
37192,1,3
35871,1,3
4696,0,3
3615,1,3
23393,0,3
29322,0,3
4158,0,3
4356,0,3
27875,1,3
4594,0,3
37187,1,3
4354,0,3
9897,1,3
9861,1,3
4342,0,3
3905,1,3
4438,0,3
23267,0,3
4533,0,3
39086,1,3
37052,1,3
29367,0,3
23298,0,3
37196,1,3
4545,0,3
2666,1,3
4471,0,3
23338,0,3
4328,0,3
23408,0,3
28952,0,3
4587,0,3
23385,0,3
29352,0,3
29330,0,3
4710,0,3
37276,1,3
17249,0,3
4324,0,3
23351,0,3
4475,0,3
4538,0,3
29374,0,3
2677,1,3
2821,0,3
4305,0,3
2681,1,3
37115,1,3
17252,0,3
29140,0,3
23348,0,3
4372,0,3
17245,0,3
4604,0,3
1539,0,3
4521,0,3
23297,0,3
23284,0,3
11811,0,3
4282,0,3
17230,0,3
23400,0,3
34413,1,3
37089,1,3
1461,0,3
39407,1,3
4565,0,3
37253,1,3
4580,0,3
4157,0,3
25763,1,3
4629,0,3
29369,0,3
4377,0,3
8509,1,3
4380,0,3
4323,0,3
1962,0,3
23295,0,3
4527,0,3
37277,1,3
4652,0,3
4375,0,3
4105,1,3
1323,0,3
37267,1,3
23261,0,3
27818,0,3
29275,0,3
4630,0,3
29144,0,3
4173,0,3
29094,0,3
37244,1,3
4164,0,3
17257,0,3
21747,0,3
4293,0,3
6604,0,3
37116,1,3
3906,1,3
23406,0,3
4709,0,3
4268,0,3
37198,1,3
1457,0,3
4676,0,3
4153,0,3
4474,0,3
4539,0,3
2670,1,3
4596,0,3
4807,1,3
4974,0,3
29096,0,3
23367,0,3
4278,0,3
8728,1,3
1444,0,3
4615,0,3
4519,0,3
29353,0,3
25079,0,3
4606,0,3
29365,0,3
23394,0,3
3964,1,3
22203,1,3
23285,0,3
4151,0,3
4320,0,3
23307,0,3
2804,1,3
4477,0,3
34414,1,3
23364,0,3
2678,1,3
37286,1,3
4511,0,3
37282,1,3
23340,0,3
1472,0,3
4599,0,3
29116,0,3
4633,0,3
37174,1,3
3904,1,3
4347,0,3
239,0,3
37201,1,3
23383,0,3
4419,0,3
29292,0,3
21752,0,3
29340,0,3
23332,0,3
9992,1,3
4692,0,3
4689,0,3
23378,0,3
4329,0,3
17260,0,3
4609,0,3
39085,1,3
4334,0,3
37106,1,3
29355,0,3
37252,1,3
4507,0,3
28936,0,3
23350,0,3
34802,1,3
27996,1,3
23392,0,3
37197,1,3
17241,0,3
35018,1,3
37195,1,3
4424,0,3
4404,0,3
37268,1,3
28771,0,3
23413,0,3
4168,0,3
37258,1,3
4287,0,3
4301,0,3
4348,0,3
