,z,cluster
27169,0,0
23409,1,0
13719,1,0
1257,0,0
28057,0,0
27858,1,0
2749,0,0
37609,1,0
9145,1,0
36434,1,0
35342,1,0
27722,1,0
10488,0,0
3149,1,0
11559,0,0
37863,1,0
10961,0,0
34212,1,0
16466,1,0
27320,0,0
5255,1,0
2700,0,0
37189,1,0
17498,1,0
3668,0,0
20765,1,0
20880,0,0
8675,0,0
11904,1,0
29465,1,0
37646,1,0
19613,1,0
23990,0,0
19149,1,0
26030,1,0
5880,1,0
20953,0,0
377,1,0
34899,1,0
35684,1,0
2561,0,0
7519,1,0
2359,1,0
23174,1,0
579,0,0
7512,1,0
9113,1,0
23521,1,0
23550,1,0
28602,1,0
38209,1,0
28569,0,0
14248,1,0
10782,1,0
17991,1,0
23630,1,0
3862,0,0
3310,0,0
23633,1,0
3076,0,0
7513,1,0
7149,1,0
35605,1,0
5401,1,0
10320,1,0
4366,1,0
18489,1,0
27661,0,0
3723,0,0
37728,1,0
1731,0,0
23111,0,0
27716,1,0
18414,1,0
7748,1,0
8854,0,0
16378,1,0
27860,1,0
27059,1,0
6646,1,0
11310,0,0
12173,1,0
29068,1,0
39877,0,0
8759,0,0
2766,0,0
25345,1,0
26193,1,0
16579,1,0
8097,1,0
23064,1,0
22392,1,0
528,0,0
3611,1,0
5761,1,0
19164,1,0
9147,0,0
16173,1,0
8631,0,0
11609,0,0
17154,0,0
15832,1,0
13665,1,0
12162,1,0
23461,0,0
10637,0,0
28263,0,0
22202,0,0
1478,1,0
16564,1,0
9968,1,0
3416,0,0
20583,1,0
13169,1,0
16533,1,0
29061,1,0
38523,1,0
25115,0,0
1534,1,0
6254,1,0
23733,0,0
4300,1,0
23291,1,0
28982,1,0
7223,1,0
3838,0,0
11498,1,0
34831,1,0
556,0,0
24663,0,0
742,1,0
27560,0,0
38632,1,0
26306,0,0
39803,0,0
11318,0,0
27786,0,0
32888,1,0
6587,1,0
21871,0,0
25522,1,0
19217,1,0
35512,1,0
19829,1,0
25301,1,0
15021,1,0
19786,1,0
17692,1,0
7704,1,0
22280,0,0
25829,0,0
13284,1,0
17195,0,0
6913,1,0
16373,1,0
27543,0,0
23646,1,0
25904,1,0
27816,0,0
27537,1,0
11835,1,0
10619,0,0
21243,1,0
914,0,0
745,0,0
10933,0,0
26779,1,0
1007,0,0
29086,1,0
28682,0,0
14594,1,0
6832,1,0
19698,1,0
3156,0,0
22993,0,0
24928,0,0
22912,1,0
26287,1,0
18104,1,0
13285,1,0
27220,1,0
29219,1,0
37732,1,0
19228,1,0
26798,1,0
23993,0,0
14166,1,0
36586,1,0
37211,1,0
791,1,0
7798,0,0
28273,0,0
7062,1,0
9711,0,0
892,0,0
22388,1,0
12230,1,0
11654,1,0
22528,0,0
26343,1,0
16498,1,0
5798,1,0
2619,0,0
28224,0,0
18710,1,0
37477,1,0
24549,1,0
23697,0,0
18378,1,0
20950,0,0
3022,0,0
19760,1,0
22319,1,0
14786,1,0
8004,1,0
23184,1,0
12021,0,0
2150,0,0
22698,0,0
18523,1,0
27073,0,0
22120,0,0
28201,0,0
15451,1,0
12122,0,0
2977,0,0
38487,0,0
7115,0,0
11564,0,0
37865,1,0
15499,1,0
38059,1,0
9442,1,0
22869,0,0
4154,1,0
24515,1,0
15679,1,0
18032,1,0
13415,1,0
8769,0,0
22242,0,0
37707,1,0
9818,0,0
13645,1,0
27852,0,0
11536,1,0
12013,1,0
3547,1,0
27494,1,0
10820,0,0
38017,1,0
11244,1,0
27088,0,0
17671,1,0
23106,1,0
4100,1,0
1531,0,0
27707,0,0
18482,1,0
24527,0,0
25700,1,0
20465,0,0
28597,0,0
8299,0,0
1745,1,0
4872,1,0
28033,1,0
36597,1,0
18990,1,0
22190,0,0
18048,1,0
462,0,0
18604,1,0
2812,1,0
26278,1,0
20371,1,0
3637,0,0
36129,1,0
2474,1,0
27459,1,0
9419,0,0
22791,1,0
23371,1,0
11009,0,0
21936,1,0
3783,1,0
3112,0,0
10798,1,0
8855,1,0
22475,1,0
21425,1,0
6385,1,0
11663,0,0
27023,0,0
8415,1,0
21018,1,0
6696,1,0
12407,1,0
19641,1,0
12113,0,0
34708,1,0
8282,1,0
14528,1,0
26877,1,0
511,0,0
6354,1,0
21898,1,0
7141,1,0
4888,0,0
36882,1,0
19982,1,0
23671,1,0
29376,1,0
13893,1,0
15091,1,0
33888,1,0
11871,0,0
22611,0,0
22314,1,0
25447,0,0
22209,0,0
13640,1,0
9087,1,0
19141,1,0
14850,1,0
23996,0,0
7128,0,0
26693,1,0
24019,1,0
3432,1,0
4570,1,0
26168,1,0
22191,0,0
24901,1,0
36843,0,0
11399,0,0
15534,1,0
2170,1,0
16887,0,0
28230,0,0
16255,1,0
37428,1,0
5308,1,0
39779,0,0
8071,1,0
2895,0,0
21226,0,0
34785,1,0
22772,1,0
36752,1,0
23446,1,0
39120,0,0
26479,1,0
10607,0,0
27284,1,0
28233,1,0
29855,1,0
13641,1,0
26617,0,0
39339,1,0
25425,1,0
8075,1,0
20904,1,0
20910,0,0
25630,0,0
23263,1,0
19414,1,0
3501,1,0
8280,1,0
7181,1,0
9970,0,0
18045,1,0
12211,0,0
13044,1,0
25804,1,0
27752,0,0
24575,0,0
28360,1,0
21852,0,0
1048,0,0
4856,1,0
24016,1,0
2992,1,0
29286,1,0
8247,1,0
17470,1,0
2059,1,0
1710,1,0
1431,1,0
29956,1,0
22925,1,0
25505,0,0
4937,1,0
28844,1,0
11897,1,0
1929,1,0
3936,1,0
24441,0,0
26820,0,0
28305,1,0
1161,1,0
4014,1,0
10331,1,0
25884,1,0
3155,1,0
14149,1,0
16547,1,0
4247,1,0
22744,1,0
20871,1,0
24376,1,0
37090,1,0
9787,0,0
36027,1,0
678,1,0
24861,0,0
533,0,0
8119,0,0
3736,0,0
36147,1,0
9125,1,0
18608,1,0
36095,1,0
33904,1,0
21100,0,0
26025,0,0
18353,1,0
27619,0,0
1960,0,0
28366,1,0
16772,1,0
2708,1,0
3963,0,0
21033,0,0
3241,0,0
29506,1,0
19208,1,0
28594,0,0
8321,0,0
10717,1,0
29773,1,0
25914,0,0
4252,1,0
3280,1,0
28724,0,0
15319,1,0
36611,1,0
17862,1,0
27124,1,0
7807,1,0
10875,1,0
26817,0,0
14175,1,0
27760,0,0
27958,1,0
36996,1,0
36724,1,0
19767,1,0
12157,1,0
24357,1,0
37344,1,0
29146,1,0
16540,1,0
16747,1,0
4494,1,0
3924,1,0
11963,0,0
5719,1,0
8657,0,0
14752,1,0
38379,1,0
28013,0,0
25064,1,0
14255,1,0
28270,1,0
25797,1,0
22517,0,0
26273,0,0
3875,0,0
19511,1,0
23595,0,0
13558,1,0
9265,1,0
2471,1,0
24361,1,0
12963,1,0
28374,1,0
3474,1,0
27821,0,0
24665,0,0
28289,1,0
22525,1,0
17095,1,0
14747,1,0
19612,1,0
29798,1,0
17212,1,0
4632,1,0
35457,1,0
10557,1,0
13802,1,0
27379,1,0
26153,1,0
8019,0,0
24108,0,0
19058,1,0
10888,1,0
24734,0,0
15422,1,0
15998,1,0
8741,1,0
10839,1,0
27487,0,0
8883,1,0
11353,1,0
14059,1,0
1328,0,0
35424,1,0
29945,1,0
27664,1,0
20971,0,0
5484,1,0
22616,1,0
22486,0,0
25165,0,0
22316,0,0
8567,1,0
24053,0,0
36282,1,0
27867,1,0
27492,1,0
576,0,0
34702,1,0
6781,0,0
2712,1,0
26332,1,0
3045,1,0
13838,1,0
26757,1,0
10456,0,0
9666,1,0
22806,1,0
25901,0,0
2784,1,0
9763,0,0
21417,1,0
26337,1,0
23043,1,0
27885,1,0
27242,1,0
14496,1,0
21155,0,0
22212,0,0
1756,1,0
9205,1,0
20741,1,0
38620,1,0
8411,0,0
21993,1,0
7277,1,0
36847,1,0
9752,1,0
24564,0,0
6738,1,0
11545,1,0
26085,0,0
28377,0,0
15511,1,0
2324,0,0
26437,1,0
9937,1,0
4945,1,0
26675,1,0
6043,1,0
34939,1,0
12184,0,0
26377,1,0
5358,1,0
33635,1,0
8212,1,0
18520,1,0
21379,0,0
28978,0,0
17022,0,0
18935,1,0
28500,0,0
8275,1,0
4649,1,0
39918,0,0
2262,0,0
9605,0,0
23378,1,0
24776,1,0
23089,0,0
8530,1,0
11147,0,0
29831,1,0
6673,1,0
28539,1,0
23873,0,0
12340,1,0
849,0,0
12005,0,0
37101,1,0
26463,1,0
21833,1,0
10784,1,0
22664,0,0
28972,1,0
21828,0,0
7483,1,0
21680,0,0
28532,1,0
31498,0,0
27496,1,0
29332,1,0
24029,1,0
37234,1,0
924,0,0
11209,0,0
13043,1,0
21433,1,0
17679,1,0
26719,1,0
2530,1,0
34598,1,0
39403,0,0
10540,1,0
24872,0,0
38285,1,0
19439,1,0
24637,0,0
8536,0,0
1727,1,0
22629,1,0
10937,1,0
36151,1,0
8996,1,0
23910,1,0
24425,0,0
29940,1,0
20874,0,0
22010,1,0
25513,0,0
29357,1,0
20649,1,0
3191,0,0
11855,1,0
25660,1,0
14494,1,0
26780,0,0
37467,1,0
9806,0,0
20787,1,0
22464,1,0
27359,1,0
34758,1,0
4512,1,0
6473,1,0
2737,1,0
17843,1,0
38771,1,0
27972,1,0
29834,1,0
1577,1,0
7295,1,0
9405,0,0
14181,1,0
3613,0,0
14072,1,0
4865,1,0
8678,0,0
15960,1,0
8760,0,0
22169,1,0
5454,1,0
6036,1,0
11650,1,0
23323,1,0
12664,1,0
13243,1,0
8515,1,0
6967,1,0
23984,0,0
13460,1,0
2475,1,0
34383,1,0
21098,0,0
9822,0,0
3745,0,0
9389,1,0
2865,0,0
3847,1,0
4185,1,0
8807,1,0
7042,1,0
39424,0,0
24489,0,0
9227,0,0
7709,1,0
570,0,0
34948,1,0
30060,1,0
29691,1,0
38040,1,0
27020,0,0
16977,1,0
2059,0,0
6016,1,0
35078,1,0
26853,0,0
3510,1,0
937,0,0
38165,1,0
7563,1,0
1595,0,0
9330,0,0
25949,0,0
26782,1,0
29313,1,0
9845,0,0
22514,1,0
16131,1,0
19461,1,0
2109,0,0
1990,0,0
23501,0,0
12848,1,0
22937,1,0
10793,1,0
28379,1,0
624,1,0
8053,1,0
11380,1,0
10365,1,0
6979,0,0
35589,1,0
24690,1,0
2152,1,0
23588,0,0
683,0,0
21332,0,0
27200,1,0
22665,1,0
17993,1,0
21297,0,0
10650,1,0
26290,1,0
14033,1,0
15523,1,0
35272,1,0
11990,1,0
9270,0,0
22750,1,0
14600,1,0
8976,1,0
25458,0,0
11190,1,0
7942,0,0
2040,1,0
24031,1,0
2223,1,0
19026,1,0
22268,0,0
8065,1,0
23981,1,0
28078,0,0
19689,1,0
24563,0,0
25802,0,0
25110,1,0
9315,0,0
35562,1,0
35179,1,0
20995,0,0
36992,1,0
12233,0,0
29468,1,0
16072,1,0
117,0,0
28215,0,0
9624,0,0
9138,1,0
22269,1,0
9729,0,0
13890,1,0
25052,1,0
12752,1,0
1434,0,0
22584,0,0
25287,1,0
25955,0,0
27502,0,0
8562,0,0
28554,0,0
22904,1,0
37544,1,0
38480,0,0
26906,0,0
22152,0,0
10289,1,0
4770,1,0
24673,1,0
22194,0,0
23711,0,0
16825,1,0
28095,0,0
35821,1,0
9096,0,0
