,z,cluster
24977,0,-1
35095,1,-1
32024,1,-1
10085,1,-1
17600,0,-1
38647,0,-1
30365,1,-1
34660,0,-1
32904,1,-1
37413,0,-1
30772,1,-1
20166,1,-1
33401,0,-1
13388,0,-1
24994,0,-1
35407,0,-1
18974,0,-1
36475,0,-1
36199,1,-1
31460,1,-1
32808,0,-1
34865,0,-1
31869,0,-1
10001,0,-1
34664,0,-1
10294,0,-1
34643,0,-1
32266,1,-1
20480,0,-1
32259,0,-1
35596,0,-1
34419,0,-1
17309,0,-1
15101,0,-1
32706,1,-1
31235,1,-1
31829,1,-1
31988,1,-1
47,1,-1
32903,1,-1
33701,0,-1
27111,1,-1
21493,1,-1
32283,0,-1
32293,0,-1
21590,0,-1
31556,0,-1
21490,1,-1
20186,1,-1
37555,0,-1
38518,0,-1
30682,0,-1
28604,0,-1
35274,0,-1
38248,1,-1
1350,1,-1
38762,0,-1
66,1,-1
30281,1,-1
8584,1,-1
32572,0,-1
35825,0,-1
25450,0,-1
38063,0,-1
34743,1,-1
36263,1,-1
31002,1,-1
37302,0,-1
37519,0,-1
37077,0,-1
34092,0,-1
31877,0,-1
33861,0,-1
36217,0,-1
31491,0,-1
32124,1,-1
33657,1,-1
2048,0,-1
34971,0,-1
16725,0,-1
34053,0,-1
2808,1,-1
21429,0,-1
31302,0,-1
34305,1,-1
36759,0,-1
36248,0,-1
31584,0,-1
31223,1,-1
18575,0,-1
17362,0,-1
33252,1,-1
20506,0,-1
18638,0,-1
36616,0,-1
32472,1,-1
32775,1,-1
30422,1,-1
37282,0,-1
10153,0,-1
35829,1,-1
33651,1,-1
33615,0,-1
24129,1,-1
37084,0,-1
26214,0,-1
10232,1,-1
33912,0,-1
31435,0,-1
19444,0,-1
31182,1,-1
36463,1,-1
31923,0,-1
38161,0,-1
34529,0,-1
37365,0,-1
37005,0,-1
33784,0,-1
33029,0,-1
20183,1,-1
33668,0,-1
38876,0,-1
30434,0,-1
30788,0,-1
20453,0,-1
34401,0,-1
137,1,-1
24276,1,-1
21491,1,-1
11926,0,-1
35936,1,-1
31844,0,-1
9514,0,-1
38379,0,-1
33337,1,-1
29491,1,-1
32562,1,-1
30369,0,-1
36266,0,-1
36241,1,-1
3467,1,-1
34556,1,-1
31177,0,-1
293,0,-1
32243,1,-1
32224,1,-1
6310,0,-1
35088,1,-1
33747,0,-1
38372,0,-1
24283,1,-1
31311,1,-1
33244,1,-1
36301,0,-1
10171,1,-1
32151,0,-1
9164,0,-1
33106,1,-1
34935,0,-1
19390,0,-1
10800,0,-1
10487,1,-1
31949,1,-1
37258,0,-1
23650,1,-1
31094,0,-1
32749,1,-1
32665,0,-1
19072,0,-1
35571,1,-1
30981,1,-1
32875,0,-1
9342,1,-1
34478,0,-1
38118,0,-1
38800,0,-1
20619,0,-1
28609,0,-1
20077,0,-1
31346,1,-1
35775,0,-1
11907,0,-1
7268,0,-1
18805,0,-1
25688,0,-1
16734,0,-1
37336,0,-1
33772,0,-1
25692,0,-1
32712,1,-1
349,1,-1
35348,0,-1
37945,0,-1
10011,0,-1
32163,0,-1
36725,0,-1
35838,0,-1
36541,0,-1
30620,1,-1
32528,0,-1
30113,1,-1
590,1,-1
30088,0,-1
36476,0,-1
5346,0,-1
30775,0,-1
5024,0,-1
19496,0,-1
30543,1,-1
26365,0,-1
7351,0,-1
33016,1,-1
31963,1,-1
36315,1,-1
35193,0,-1
33597,1,-1
35540,0,-1
31773,1,-1
31316,0,-1
36446,0,-1
32908,1,-1
30713,1,-1
10265,0,-1
33203,1,-1
35089,1,-1
32715,1,-1
6251,0,-1
22457,1,-1
6203,0,-1
33412,0,-1
20073,1,-1
31786,1,-1
5684,1,-1
33667,0,-1
34900,0,-1
9129,0,-1
1409,0,-1
18947,0,-1
36058,0,-1
24206,1,-1
26965,1,-1
35017,0,-1
32424,1,-1
32563,1,-1
38714,0,-1
35702,0,-1
18510,0,-1
31347,0,-1
10218,0,-1
5955,0,-1
37660,1,-1
956,1,-1
30151,0,-1
21416,0,-1
24338,1,-1
10160,1,-1
21765,0,-1
33253,0,-1
36077,0,-1
30909,0,-1
37032,0,-1
38121,0,-1
31629,0,-1
32634,0,-1
36106,0,-1
33625,1,-1
36652,1,-1
1,1,-1
20674,0,-1
10453,1,-1
33692,0,-1
36566,1,-1
5043,0,-1
31653,0,-1
21652,1,-1
35286,0,-1
32928,1,-1
20199,1,-1
35313,0,-1
38432,0,-1
34943,1,-1
32179,0,-1
36912,0,-1
32853,1,-1
30759,1,-1
32759,1,-1
28583,0,-1
33046,0,-1
24954,0,-1
30174,1,-1
24575,1,-1
10149,0,-1
18427,0,-1
20643,0,-1
34115,0,-1
34784,0,-1
33322,0,-1
36971,0,-1
37042,0,-1
6089,0,-1
34328,1,-1
34760,0,-1
6146,0,-1
32147,1,-1
31435,1,-1
32203,1,-1
36166,0,-1
119,1,-1
32129,0,-1
25051,0,-1
30189,0,-1
33346,1,-1
33643,1,-1
19269,0,-1
36377,0,-1
20597,0,-1
30203,1,-1
30620,0,-1
31014,0,-1
30361,1,-1
32734,1,-1
30244,0,-1
37831,0,-1
38054,0,-1
30277,0,-1
24172,1,-1
32099,1,-1
628,1,-1
30836,1,-1
214,1,-1
35292,0,-1
16738,0,-1
31547,1,-1
38269,1,-1
1515,0,-1
33372,1,-1
30900,1,-1
32212,1,-1
20434,0,-1
31834,0,-1
32919,1,-1
