,0,1,2,3,4,5,6,7,8,9,10,11
14180,0.04891,0.087075,0.092004,0.0987069999999999,0.077349,0.171692,0.170764,0.106684,0.050315,0.051541,0.145705,0.147444
16523,0.076045,0.101193,0.072926,0.095869,0.1017079999999999,0.165633,0.145423,0.065039,0.06057,0.044744,0.1348649999999999,0.149295
16587,0.052541,0.104321,0.070653,0.093849,0.106693,0.17281,0.156392,0.06856,0.051793,0.054661,0.171021,0.158575
13863,0.0496459999999999,0.077513,0.063554,0.094942,0.095345,0.158145,0.1614209999999999,0.103493,0.063652,0.049749,0.157653,0.174041
13292,0.046747,0.08971,0.07859,0.089898,0.1208709999999999,0.160354,0.166255,0.092869,0.051871,0.055498,0.168128,0.173013
13292,0.05315,0.09128,0.101991,0.092509,0.15608,0.126967,0.086342,0.060978,0.232133,0.206961,0.12769,0.300295
14695,0.050914,0.117636,0.086653,0.101931,0.100716,0.165382,0.156211,0.095039,0.08122,0.0507409999999999,0.140575,0.149839
14695,0.048566,0.1002219999999999,0.0867469999999999,0.11059,0.166951,0.114896,0.093597,0.06891,0.185494,0.1874569999999999,0.136291,0.2243819999999999
16562,0.062035,0.095277,0.072131,0.099356,0.071699,0.167494,0.15912,0.073387,0.046515,0.055235,0.163362,0.169494
15444,0.059987,0.117227,0.0943229999999999,0.097547,0.097363,0.1748549999999999,0.173188,0.1006359999999999,0.092947,0.042421,0.1363059999999999,0.157251
14574,0.059438,0.112624,0.082689,0.09663,0.072298,0.17851,0.1716,0.094941,0.082178,0.054837,0.141165,0.171787
13968,0.057735,0.0841639999999999,0.077678,0.096748,0.097286,0.167224,0.161722,0.076493,0.06723,0.047123,0.143473,0.150923
15492,0.060368,0.10307,0.1008029999999999,0.091639,0.0901479999999999,0.17634,0.170791,0.099933,0.0895519999999999,0.0430239999999999,0.134163,0.152258
14732,0.056117,0.111294,0.0830279999999999,0.108267,0.090043,0.179705,0.173509,0.09242,0.068831,0.051273,0.143331,0.129927
13878,0.04687,0.09222,0.072582,0.098795,0.083282,0.1655539999999999,0.164431,0.09848,0.06523,0.052383,0.148901,0.158802
13489,0.055552,0.102435,0.09492,0.108308,0.159502,0.129986,0.092612,0.05585,0.208432,0.151157,0.127039,0.228512
13489,0.0423,0.099119,0.075264,0.0947819999999999,0.052958,0.180183,0.163827,0.085101,0.074393,0.0608929999999999,0.152028,0.169587
15160,0.0636029999999999,0.1190659999999999,0.0938509999999999,0.100183,0.058156,0.18641,0.1729619999999999,0.099327,0.069303,0.046192,0.159155,0.152673
15160,0.052901,0.097469,0.089339,0.107915,0.163396,0.115146,0.07964,0.083474,0.18889,0.200972,0.135615,0.255336
15328,0.057121,0.114309,0.095066,0.085681,0.0697499999999999,0.1817399999999999,0.17223,0.089874,0.090706,0.051759,0.173671,0.148
15411,0.0582749999999999,0.1014269999999999,0.094488,0.088522,0.0544679999999999,0.174235,0.173313,0.087592,0.091579,0.047928,0.160157,0.15968
15411,0.051852,0.101349,0.101334,0.10288,0.178745,0.113438,0.082674,0.081517,0.188978,0.176471,0.138424,0.247362
15172,0.0542389999999999,0.0914669999999999,0.093417,0.097673,0.054311,0.159983,0.156498,0.09407,0.060552,0.0495009999999999,0.162162,0.139408
15484,0.0586489999999999,0.0831949999999999,0.091401,0.0970829999999999,0.09214,0.176973,0.178357,0.098966,0.095899,0.045882,0.144963,0.166866
14028,0.049566,0.0881359999999999,0.075202,0.100619,0.086692,0.166629,0.170855,0.08778,0.06394,0.051191,0.154321,0.152854
16569,0.060856,0.10237,0.0678899999999999,0.09739,0.079797,0.177723,0.166084,0.069439,0.0532399999999999,0.050951,0.160267,0.17846
16569,0.052182,0.105779,0.100476,0.092633,0.154304,0.122887,0.0986389999999999,0.063194,0.193934,0.21085,0.134221,0.2630099999999999
16558,0.060354,0.106461,0.077713,0.092081,0.07439,0.166802,0.149535,0.073866,0.048387,0.045979,0.161051,0.1782679999999999
15151,0.058466,0.129529,0.081646,0.104039,0.087871,0.169761,0.154803,0.090636,0.056898,0.0455379999999999,0.156489,0.1340279999999999
15545,0.0497149999999999,0.102937,0.094947,0.095823,0.083603,0.178977,0.180902,0.096316,0.0898709999999999,0.048419,0.167228,0.178725
