,0,1,2,3,4,5,6,7,8,9,10,11
35890,0.055199,0.0818469999999999,0.103255,0.083951,0.122379,0.2340279999999999,0.216816,0.230034,0.213029,0.276402,0.1921699999999999,0.311116
27174,0.058498,0.082333,0.073776,0.097544,0.172974,0.135926,0.163345,0.062473,0.290606,0.301956,0.142231,0.22502
33988,0.061254,0.098258,0.0866779999999999,0.096255,0.1182189999999999,0.139054,0.174424,0.178488,0.174433,0.172196,0.230305,0.145753
31021,0.047517,0.107746,0.070143,0.109114,0.109283,0.184223,0.14214,0.2268029999999999,0.127423,0.18566,0.216636,0.1770189999999999
33313,0.066154,0.11051,0.090652,0.0891719999999999,0.128003,0.2777509999999999,0.262188,0.264995,0.17803,0.195073,0.28622,0.082531
33313,0.052125,0.10378,0.096317,0.078914,0.048091,0.152713,0.2180679999999999,0.276049,0.139491,0.1251179999999999,0.328543,0.183968
31995,0.062023,0.051252,0.093318,0.095139,0.090941,0.181019,0.184189,0.291548,0.130279,0.184225,0.319119,0.190874
33933,0.060797,0.1152169999999999,0.091652,0.101775,0.129,0.130081,0.154029,0.194842,0.204061,0.206886,0.270107,0.135127
31852,0.063246,0.108446,0.098641,0.10776,0.156278,0.300187,0.294274,0.291115,0.159528,0.170031,0.254151,0.249825
10021,0.090868,0.09018,0.076988,0.10496,0.163394,0.2818029999999999,0.264027,0.273902,0.137954,0.132954,0.348626,0.249126
20226,0.04049,0.1121139999999999,0.096605,0.089903,0.151528,0.279825,0.277452,0.194804,0.252376,0.263606,0.347697,0.309237
355,0.058525,0.065805,0.08151,0.092357,0.1883439999999999,0.146451,0.17111,0.181585,0.191752,0.211177,0.078382,0.284845
36997,0.058821,0.053156,0.096993,0.081378,0.119147,0.2975959999999999,0.265912,0.271407,0.188831,0.1794079999999999,0.283853,0.345342
36997,0.054225,0.102665,0.1035379999999999,0.094075,0.137539,0.117429,0.095594,0.145249,0.168118,0.20312,0.1456579999999999,0.307067
