,z,cluster
71219,1,6
32397,0,6
73609,1,6
73019,1,6
71253,1,6
31303,0,6
40334,1,6
38731,0,6
71658,1,6
31351,0,6
40534,1,6
20769,0,6
73008,1,6
40501,1,6
32850,0,6
32634,0,6
36189,0,6
38559,0,6
60034,1,6
73596,1,6
40485,1,6
31333,0,6
73117,1,6
73400,1,6
38526,0,6
30996,0,6
31177,0,6
73396,1,6
73454,1,6
40533,1,6
37634,0,6
70285,1,6
31335,0,6
31000,0,6
50411,1,6
37614,0,6
40535,1,6
31340,0,6
73600,1,6
73398,1,6
40551,1,6
31347,0,6
32627,0,6
73584,1,6
32620,0,6
40502,1,6
50409,1,6
71231,1,6
40509,1,6
31344,0,6
21182,0,6
31178,0,6
36369,0,6
31345,0,6
71242,1,6
50399,1,6
35886,0,6
73589,1,6
73625,1,6
40496,1,6
50418,1,6
32639,0,6
37651,0,6
73465,1,6
37623,0,6
73140,1,6
37136,0,6
37659,0,6
70296,1,6
50402,1,6
72223,1,6
71226,1,6
35912,0,6
73057,1,6
31175,0,6
73461,1,6
38728,0,6
71233,1,6
31346,0,6
31352,0,6
73622,1,6
31337,0,6
71213,1,6
36252,0,6
20324,0,6
73418,1,6
40461,1,6
37616,0,6
20790,0,6
20609,0,6
37635,0,6
30952,0,6
73607,1,6
70373,1,6
73615,1,6
40500,1,6
73399,1,6
38726,0,6
73628,1,6
73415,1,6
35200,0,6
31181,0,6
73032,1,6
20573,0,6
73011,1,6
37138,0,6
73513,1,6
