,z,cluster
79858,1,1
19891,0,1
79053,1,1
19889,0,1
18432,0,1
18294,0,1
1292,0,1
1818,0,1
78051,1,1
17536,0,1
78903,1,1
79783,1,1
19835,0,1
79327,1,1
17698,0,1
78843,1,1
19519,0,1
79181,1,1
17770,0,1
79213,1,1
19743,0,1
19671,0,1
19904,0,1
79872,1,1
19427,0,1
17430,0,1
17825,0,1
78956,1,1
19696,0,1
75749,1,1
17655,0,1
18465,0,1
18197,0,1
17968,0,1
18608,0,1
19387,0,1
18408,0,1
79498,1,1
79781,1,1
78825,1,1
18454,0,1
19559,0,1
18253,0,1
17874,0,1
78946,1,1
79514,1,1
79943,1,1
18618,0,1
79143,1,1
17716,0,1
19048,0,1
1283,0,1
78871,1,1
19544,0,1
17427,0,1
19541,0,1
78932,1,1
74798,1,1
79075,1,1
17620,0,1
19961,0,1
79124,1,1
79396,1,1
18301,0,1
18382,0,1
79246,1,1
78824,1,1
19880,0,1
19939,0,1
21791,0,1
17759,0,1
18321,0,1
19699,0,1
19940,0,1
17961,0,1
18354,0,1
18442,0,1
1936,0,1
19838,0,1
79535,1,1
79842,1,1
1832,0,1
17844,0,1
75091,1,1
1843,0,1
19399,0,1
19811,0,1
1183,0,1
76245,1,1
79922,1,1
18058,0,1
78989,1,1
18694,0,1
1855,0,1
19629,0,1
79248,1,1
1792,0,1
17462,0,1
18053,0,1
44821,1,1
79418,1,1
1871,0,1
18213,0,1
19752,0,1
79791,1,1
19526,0,1
1808,0,1
18163,0,1
19687,0,1
78979,1,1
18006,0,1
18428,0,1
18387,0,1
19837,0,1
79267,1,1
79993,1,1
79756,1,1
19706,0,1
18032,0,1
17547,0,1
78844,1,1
79228,1,1
1303,0,1
16299,0,1
79487,1,1
79819,1,1
19589,0,1
17411,0,1
19384,0,1
18478,0,1
17978,0,1
18595,0,1
79416,1,1
18517,0,1
1207,0,1
18507,0,1
18166,0,1
17843,0,1
18655,0,1
17406,0,1
19802,0,1
63216,1,1
19920,0,1
19863,0,1
79867,1,1
18619,0,1
18276,0,1
17559,0,1
17542,0,1
17971,0,1
1203,0,1
18229,0,1
44809,1,1
17407,0,1
79390,1,1
18347,0,1
18573,0,1
18532,0,1
17439,0,1
19851,0,1
18315,0,1
1173,0,1
19883,0,1
78945,1,1
1193,0,1
1799,0,1
17750,0,1
1839,0,1
17810,0,1
19388,0,1
17630,0,1
78952,1,1
18381,0,1
19676,0,1
79060,1,1
18021,0,1
78810,1,1
18061,0,1
79458,1,1
17883,0,1
79506,1,1
79617,1,1
79818,1,1
19728,0,1
19536,0,1
79994,1,1
75964,1,1
79797,1,1
17990,0,1
79259,1,1
19684,0,1
18287,0,1
79233,1,1
79113,1,1
17952,0,1
79849,1,1
18323,0,1
79847,1,1
19587,0,1
79164,1,1
79173,1,1
19924,0,1
19653,0,1
79297,1,1
78990,1,1
17435,0,1
1790,0,1
79519,1,1
19823,0,1
18563,0,1
19784,0,1
79155,1,1
1312,0,1
18036,0,1
79736,1,1
18171,0,1
21522,0,1
19627,0,1
19024,0,1
18575,0,1
18029,0,1
78986,1,1
79431,1,1
17899,0,1
19665,0,1
49853,1,1
79564,1,1
1787,0,1
18340,0,1
17460,0,1
17621,0,1
1865,0,1
79591,1,1
17478,0,1
79568,1,1
1831,0,1
18403,0,1
17751,0,1
78955,1,1
17723,0,1
17946,0,1
79528,1,1
17800,0,1
19704,0,1
36790,0,1
17465,0,1
19609,0,1
77494,1,1
18234,0,1
79887,1,1
79909,1,1
17965,0,1
17513,0,1
1206,0,1
79204,1,1
79087,1,1
79460,1,1
78975,1,1
36787,0,1
1316,0,1
17817,0,1
17676,0,1
18688,0,1
17934,0,1
18460,0,1
19902,0,1
19555,0,1
79158,1,1
68180,1,1
19420,0,1
79723,1,1
19607,0,1
19485,0,1
19864,0,1
19517,0,1
18099,0,1
18348,0,1
79449,1,1
17574,0,1
17452,0,1
79532,1,1
19824,0,1
79533,1,1
18079,0,1
19931,0,1
79429,1,1
1825,0,1
67483,1,1
19493,0,1
19657,0,1
19664,0,1
17771,0,1
79636,1,1
79066,1,1
17948,0,1
19703,0,1
78851,1,1
17757,0,1
18188,0,1
21525,0,1
18632,0,1
79333,1,1
18160,0,1
78914,1,1
1192,0,1
79871,1,1
79992,1,1
1287,0,1
79834,1,1
19698,0,1
1308,0,1
79415,1,1
18007,0,1
19499,0,1
21778,0,1
18472,0,1
18090,0,1
79280,1,1
19780,0,1
19599,0,1
19413,0,1
19813,0,1
18549,0,1
18712,0,1
79441,1,1
79093,1,1
1306,0,1
79055,1,1
17493,0,1
17526,0,1
19730,0,1
19700,0,1
17656,0,1
19841,0,1
17945,0,1
17440,0,1
18313,0,1
79258,1,1
19647,0,1
18060,0,1
78976,1,1
11814,0,1
1291,0,1
79810,1,1
1853,0,1
19749,0,1
19725,0,1
79511,1,1
79555,1,1
1063,0,1
1092,0,1
19483,0,1
79130,1,1
18066,0,1
19602,0,1
17263,0,1
79588,1,1
19681,0,1
19439,0,1
17798,0,1
18606,0,1
79209,1,1
17898,0,1
18448,0,1
18533,0,1
19993,0,1
78823,1,1
19349,0,1
78812,1,1
17683,0,1
17707,0,1
18682,0,1
78925,1,1
18433,0,1
79389,1,1
18557,0,1
19886,0,1
19573,0,1
79278,1,1
1450,0,1
79924,1,1
1447,0,1
17701,0,1
17962,0,1
17872,0,1
79008,1,1
79395,1,1
79804,1,1
1848,0,1
1212,0,1
79446,1,1
17468,0,1
17809,0,1
19381,0,1
79677,1,1
17442,0,1
17421,0,1
78994,1,1
18223,0,1
17939,0,1
78065,1,1
19854,0,1
17989,0,1
79214,1,1
79479,1,1
18838,0,1
17686,0,1
79422,1,1
18451,0,1
79643,1,1
78922,1,1
74805,1,1
18607,0,1
79426,1,1
17499,0,1
17627,0,1
18411,0,1
78997,1,1
79100,1,1
79874,1,1
79808,1,1
17262,0,1
19397,0,1
18512,0,1
79707,1,1
19679,0,1
79742,1,1
79903,1,1
79706,1,1
17500,0,1
1835,0,1
19489,0,1
72228,1,1
19604,0,1
74433,1,1
19701,0,1
79215,1,1
79656,1,1
1819,0,1
79361,1,1
17888,0,1
18488,0,1
1938,0,1
18400,0,1
17250,0,1
19779,0,1
79142,1,1
1190,0,1
18388,0,1
24973,0,1
79620,1,1
19592,0,1
28492,0,1
19787,0,1
18204,0,1
19690,0,1
18479,0,1
78061,1,1
1870,0,1
79160,1,1
18691,0,1
76312,1,1
18198,0,1
17669,0,1
19414,0,1
17560,0,1
79545,1,1
79171,1,1
18508,0,1
18417,0,1
79663,1,1
18392,0,1
79505,1,1
18692,0,1
17931,0,1
19595,0,1
18195,0,1
1862,0,1
79168,1,1
79820,1,1
70586,1,1
77680,1,1
79069,1,1
18443,0,1
77303,1,1
19490,0,1
18677,0,1
18537,0,1
79733,1,1
18653,0,1
18678,0,1
1179,0,1
17483,0,1
17418,0,1
18385,0,1
18327,0,1
19994,0,1
17502,0,1
19654,0,1
78865,1,1
79709,1,1
18010,0,1
17910,0,1
17830,0,1
79573,1,1
79172,1,1
19731,0,1
79598,1,1
79734,1,1
79607,1,1
78838,1,1
79836,1,1
79562,1,1
79984,1,1
79126,1,1
79271,1,1
17745,0,1
19603,0,1
1111,0,1
17531,0,1
19656,0,1
