,z,cluster
18257,0,1
18657,0,1
19346,0,1
36794,0,1
19729,0,1
79613,1,1
23322,0,1
1189,0,1
78809,1,1
18430,0,1
13001,0,1
19584,0,1
78968,1,1
1857,0,1
19767,0,1
18218,0,1
19809,0,1
19747,0,1
18069,0,1
18185,0,1
1083,0,1
18526,0,1
79787,1,1
79237,1,1
79665,1,1
17782,0,1
19617,0,1
18481,0,1
17511,0,1
17869,0,1
79466,1,1
79567,1,1
78919,1,1
79838,1,1
79641,1,1
18040,0,1
79865,1,1
18530,0,1
17722,0,1
17475,0,1
1322,0,1
1897,0,1
17764,0,1
19588,0,1
17835,0,1
18042,0,1
17870,0,1
79484,1,1
17677,0,1
18125,0,1
21097,0,1
79218,1,1
18721,0,1
1833,0,1
1924,0,1
18452,0,1
79862,1,1
19983,0,1
17895,0,1
79411,1,1
18586,0,1
78900,1,1
79520,1,1
19537,0,1
18238,0,1
79841,1,1
19923,0,1
18233,0,1
19867,0,1
17539,0,1
1817,0,1
19280,0,1
16837,0,1
17665,0,1
79826,1,1
79432,1,1
17425,0,1
77049,1,1
79977,1,1
79646,1,1
79621,1,1
1202,0,1
78998,1,1
1847,0,1
75087,1,1
19819,0,1
19554,0,1
79757,1,1
79737,1,1
79975,1,1
19351,0,1
18212,0,1
79256,1,1
17443,0,1
17912,0,1
17546,0,1
28937,0,1
79275,1,1
18496,0,1
18179,0,1
24969,0,1
79401,1,1
18137,0,1
79618,1,1
79094,1,1
79134,1,1
79203,1,1
19915,0,1
18578,0,1
17780,0,1
17783,0,1
79571,1,1
19512,0,1
79524,1,1
79644,1,1
17886,0,1
19776,0,1
18101,0,1
17641,0,1
17857,0,1
17726,0,1
79649,1,1
79183,1,1
79383,1,1
79006,1,1
17537,0,1
79103,1,1
79652,1,1
78054,1,1
18184,0,1
19638,0,1
19719,0,1
18398,0,1
17702,0,1
79310,1,1
18255,0,1
79064,1,1
17905,0,1
79859,1,1
29092,0,1
1782,0,1
79485,1,1
19521,0,1
1387,0,1
79599,1,1
