,z,cluster
2357,0,0
40713,1,0
17237,0,0
595,0,0
52312,1,0
9596,0,0
11012,0,0
53858,1,0
8769,0,0
23599,0,0
64485,1,0
25357,0,0
25331,0,0
49216,1,0
61024,1,0
75022,1,0
75531,1,0
66686,1,0
66967,1,0
63959,1,0
23589,0,0
28781,0,0
3821,0,0
58316,1,0
24823,0,0
51472,1,0
65492,1,0
57066,1,0
52961,1,0
53741,1,0
59895,1,0
21093,0,0
3879,0,0
56304,1,0
28467,0,0
68837,1,0
22384,0,0
41215,1,0
51477,1,0
4910,0,0
42570,1,0
69619,1,0
25781,0,0
73995,1,0
26996,0,0
27318,0,0
20857,0,0
24604,0,0
63144,1,0
56142,1,0
8491,0,0
62444,1,0
4483,0,0
53155,1,0
7916,0,0
57489,1,0
77916,1,0
24365,0,0
77363,1,0
23559,0,0
4862,0,0
9725,0,0
11352,0,0
39488,0,0
11849,0,0
69762,1,0
63466,1,0
27036,0,0
28208,0,0
23418,0,0
77500,1,0
68522,1,0
24213,0,0
55662,1,0
42509,1,0
62337,1,0
62099,1,0
11911,0,0
6887,0,0
69038,1,0
50580,1,0
52904,1,0
6700,0,0
6871,0,0
73876,1,0
4048,0,0
62640,1,0
25285,0,0
44733,1,0
62372,1,0
1339,0,0
63730,1,0
27029,0,0
29019,0,0
53531,1,0
60606,1,0
76143,1,0
28690,0,0
52882,1,0
10593,0,0
2173,0,0
58934,1,0
21472,0,0
54198,1,0
74690,1,0
43558,1,0
59502,1,0
42544,1,0
6346,0,0
60788,1,0
62208,1,0
52291,1,0
60521,1,0
29719,0,0
10580,0,0
69875,1,0
25288,0,0
22565,0,0
11985,0,0
51958,1,0
44833,1,0
24337,0,0
22383,0,0
22548,0,0
77304,1,0
9357,0,0
69514,1,0
20822,0,0
56163,1,0
8538,0,0
2115,0,0
59130,1,0
10507,0,0
22381,0,0
6481,0,0
42508,1,0
4202,0,0
57119,1,0
77283,1,0
58072,1,0
10681,0,0
51653,1,0
74090,1,0
4278,0,0
39559,0,0
17257,0,0
67260,1,0
57717,1,0
21012,0,0
22862,0,0
43336,1,0
26169,0,0
25575,0,0
56836,1,0
63670,1,0
4662,0,0
74581,1,0
52563,1,0
23791,0,0
24263,0,0
65750,1,0
8140,0,0
21869,0,0
8261,0,0
56944,1,0
59611,1,0
3645,0,0
3915,0,0
6103,0,0
51973,1,0
24322,0,0
21004,0,0
66058,1,0
11288,0,0
12133,0,0
24644,0,0
27999,0,0
39317,0,0
55511,1,0
41253,1,0
28960,0,0
52256,1,0
53503,1,0
66249,1,0
24092,0,0
64583,1,0
57575,1,0
24617,0,0
26082,0,0
27985,0,0
29280,0,0
20991,0,0
66444,1,0
29153,0,0
24626,0,0
54989,1,0
56966,1,0
55827,1,0
74783,1,0
23453,0,0
64037,1,0
53032,1,0
41668,1,0
53596,1,0
52372,1,0
65119,1,0
2512,0,0
8496,0,0
77131,1,0
40381,1,0
6066,0,0
29681,0,0
9312,0,0
41020,1,0
2439,0,0
28154,0,0
11166,0,0
65012,1,0
65403,1,0
22281,0,0
23300,0,0
25500,0,0
56005,1,0
8653,0,0
4332,0,0
21262,0,0
27533,0,0
51984,1,0
44008,1,0
3001,0,0
53398,1,0
69174,1,0
39753,0,0
50592,1,0
68257,1,0
43445,1,0
29318,0,0
2183,0,0
57235,1,0
41343,1,0
57762,1,0
74024,1,0
10730,0,0
23811,0,0
23233,0,0
59162,1,0
21318,0,0
52171,1,0
62161,1,0
22847,0,0
41581,1,0
60498,1,0
52088,1,0
77167,1,0
26666,0,0
57004,1,0
43523,1,0
55937,1,0
68328,1,0
59847,1,0
3183,0,0
3943,0,0
986,0,0
75269,1,0
62419,1,0
41680,1,0
55740,1,0
52617,1,0
28838,0,0
22995,0,0
52981,1,0
2047,0,0
60727,1,0
69642,1,0
66423,1,0
7086,0,0
23756,0,0
67860,1,0
68977,1,0
51503,1,0
42334,1,0
78507,1,0
57814,1,0
56340,1,0
61933,1,0
24403,0,0
60396,1,0
66799,1,0
9753,0,0
12228,0,0
41313,1,0
10411,0,0
6663,0,0
7213,0,0
67205,1,0
41570,1,0
51722,1,0
55958,1,0
43367,1,0
1728,0,0
41566,1,0
74045,1,0
62439,1,0
7779,0,0
50601,1,0
52539,1,0
23396,0,0
57033,1,0
63814,1,0
23505,0,0
62454,1,0
31488,0,0
27768,0,0
8184,0,0
63601,1,0
2993,0,0
28230,0,0
3148,0,0
58150,1,0
9681,0,0
38456,0,0
60992,1,0
10644,0,0
28759,0,0
65915,1,0
26515,0,0
69602,1,0
61230,1,0
7089,0,0
39744,0,0
43090,1,0
8040,0,0
73867,1,0
43939,1,0
43157,1,0
2220,0,0
67798,1,0
42596,1,0
6067,0,0
58052,1,0
21289,0,0
69669,1,0
26196,0,0
56134,1,0
62108,1,0
42607,1,0
74633,1,0
61064,1,0
9872,0,0
55610,1,0
22297,0,0
53508,1,0
65047,1,0
8135,0,0
68198,1,0
29580,0,0
9331,0,0
11982,0,0
8814,0,0
68455,1,0
42712,1,0
28592,0,0
23051,0,0
23780,0,0
11716,0,0
22421,0,0
11521,0,0
67747,1,0
56448,1,0
52927,1,0
61546,1,0
53856,1,0
22289,0,0
67274,1,0
51889,1,0
50801,1,0
57177,1,0
44827,1,0
26734,0,0
1958,0,0
4170,0,0
28491,0,0
67020,1,0
66961,1,0
3171,0,0
6567,0,0
22283,0,0
6668,0,0
68647,1,0
3786,0,0
51317,1,0
52430,1,0
3768,0,0
77861,1,0
27042,0,0
21564,0,0
73835,1,0
60708,1,0
44163,1,0
74844,1,0
1518,0,0
9835,0,0
53074,1,0
41220,1,0
63221,1,0
26445,0,0
9360,0,0
12126,0,0
66258,1,0
29507,0,0
60778,1,0
61895,1,0
29268,0,0
25896,0,0
28840,0,0
8754,0,0
50909,1,0
44698,1,0
54758,1,0
55209,1,0
227,0,0
60821,1,0
66471,1,0
65106,1,0
29901,0,0
27613,0,0
8580,0,0
64706,1,0
53046,1,0
75136,1,0
2989,0,0
22090,0,0
29867,0,0
2223,0,0
69991,1,0
3769,0,0
66570,1,0
55951,1,0
23176,0,0
74850,1,0
78235,1,0
24494,0,0
11988,0,0
2286,0,0
65583,1,0
77480,1,0
4234,0,0
49263,1,0
4547,0,0
10643,0,0
28865,0,0
60652,1,0
10361,0,0
713,0,0
6089,0,0
25088,0,0
17036,0,0
17071,0,0
4090,0,0
2601,0,0
74672,1,0
8704,0,0
54383,1,0
43890,1,0
61929,1,0
26447,0,0
25531,0,0
52342,1,0
53051,1,0
51402,1,0
51896,1,0
66622,1,0
74827,1,0
39389,0,0
58814,1,0
57593,1,0
65314,1,0
28175,0,0
51906,1,0
77787,1,0
59490,1,0
21276,0,0
43808,1,0
74892,1,0
21935,0,0
25099,0,0
42989,1,0
8103,0,0
44045,1,0
61145,1,0
52054,1,0
66796,1,0
3785,0,0
25830,0,0
23168,0,0
62799,1,0
27143,0,0
49883,1,0
50856,1,0
44703,1,0
22098,0,0
27682,0,0
21408,0,0
63840,1,0
55460,1,0
69082,1,0
645,0,0
62782,1,0
23207,0,0
3290,0,0
63815,1,0
60960,1,0
4415,0,0
60597,1,0
27469,0,0
39049,0,0
2695,0,0
78608,1,0
53804,1,0
67786,1,0
26649,0,0
65678,1,0
69541,1,0
77601,1,0
10889,0,0
8922,0,0
67344,1,0
78107,1,0
63142,1,0
66765,1,0
60502,1,0
50989,1,0
1568,0,0
54455,1,0
67379,1,0
77259,1,0
12080,0,0
75122,1,0
66106,1,0
61245,1,0
57042,1,0
44192,1,0
68683,1,0
74522,1,0
55658,1,0
23354,0,0
68395,1,0
52815,1,0
57853,1,0
66804,1,0
44674,1,0
69040,1,0
43505,1,0
44021,1,0
57927,1,0
53030,1,0
3549,0,0
44086,1,0
22054,0,0
27620,0,0
25134,0,0
42568,1,0
52583,1,0
68010,1,0
66198,1,0
313,0,0
26104,0,0
63423,1,0
24356,0,0
74447,1,0
49893,1,0
8826,0,0
53308,1,0
75119,1,0
65882,1,0
45480,1,0
9925,0,0
59704,1,0
2630,0,0
43965,1,0
43477,1,0
37331,0,0
16866,0,0
65075,1,0
58472,1,0
42466,1,0
53537,1,0
41563,1,0
21583,0,0
28392,0,0
40734,1,0
39625,0,0
22855,0,0
8262,0,0
3074,0,0
51355,1,0
55823,1,0
65264,1,0
67214,1,0
12166,0,0
59013,1,0
57973,1,0
77550,1,0
61483,1,0
28479,0,0
43006,1,0
28817,0,0
27925,0,0
55457,1,0
2964,0,0
75429,1,0
58096,1,0
60647,1,0
69811,1,0
52629,1,0
65799,1,0
20425,0,0
67294,1,0
25151,0,0
2231,0,0
51009,1,0
1482,0,0
76975,1,0
6107,0,0
51995,1,0
4358,0,0
42779,1,0
78671,1,0
43304,1,0
60806,1,0
23863,0,0
78477,1,0
49884,1,0
515,0,0
67573,1,0
2840,0,0
8298,0,0
59459,1,0
78010,1,0
51110,1,0
2023,0,0
24503,0,0
27209,0,0
24080,0,0
7803,0,0
21692,0,0
56677,1,0
57121,1,0
68406,1,0
67865,1,0
2332,0,0
77226,1,0
8446,0,0
8011,0,0
22483,0,0
4986,0,0
68161,1,0
22584,0,0
77614,1,0
23203,0,0
63206,1,0
39845,0,0
69336,1,0
67181,1,0
17077,0,0
41667,1,0
25276,0,0
66679,1,0
28925,0,0
11734,0,0
65741,1,0
63417,1,0
10960,0,0
77645,1,0
53755,1,0
42655,1,0
64708,1,0
63258,1,0
65323,1,0
54854,1,0
78350,1,0
53918,1,0
61080,1,0
78366,1,0
51449,1,0
68131,1,0
29575,0,0
65423,1,0
59674,1,0
50720,1,0
78014,1,0
10814,0,0
74307,1,0
43695,1,0
56460,1,0
8648,0,0
54304,1,0
59184,1,0
41943,1,0
9598,0,0
7022,0,0
24980,0,0
2555,0,0
54557,1,0
50439,1,0
62280,1,0
42191,1,0
56000,1,0
28158,0,0
57635,1,0
26819,0,0
21010,0,0
8950,0,0
60882,1,0
57855,1,0
7818,0,0
78650,1,0
41078,1,0
62649,1,0
56764,1,0
29365,0,0
66353,1,0
78034,1,0
361,0,0
58466,1,0
27312,0,0
67139,1,0
633,0,0
56339,1,0
24223,0,0
21870,0,0
65568,1,0
1487,0,0
29162,0,0
23870,0,0
2423,0,0
24241,0,0
10285,0,0
204,0,0
59673,1,0
9245,0,0
56857,1,0
29871,0,0
49451,1,0
11668,0,0
12064,0,0
3296,0,0
64574,1,0
4605,0,0
53272,1,0
76396,1,0
41880,1,0
58579,1,0
78532,1,0
3947,0,0
9239,0,0
63278,1,0
10739,0,0
57005,1,0
65365,1,0
41757,1,0
77776,1,0
2838,0,0
69632,1,0
10435,0,0
66674,1,0
2841,0,0
62791,1,0
28288,0,0
63918,1,0
8542,0,0
55250,1,0
22431,0,0
54215,1,0
76522,1,0
21164,0,0
55235,1,0
49837,1,0
62455,1,0
57912,1,0
75987,1,0
55709,1,0
55330,1,0
52623,1,0
55164,1,0
4215,0,0
40790,1,0
25202,0,0
4878,0,0
11500,0,0
56795,1,0
62952,1,0
41159,1,0
2465,0,0
7719,0,0
8381,0,0
56106,1,0
69345,1,0
66286,1,0
78422,1,0
21191,0,0
43984,1,0
10811,0,0
69886,1,0
22388,0,0
58427,1,0
51580,1,0
53004,1,0
53732,1,0
8248,0,0
42688,1,0
69089,1,0
24932,0,0
39511,0,0
75130,1,0
55286,1,0
64521,1,0
8978,0,0
63494,1,0
57622,1,0
74620,1,0
76159,1,0
12160,0,0
24093,0,0
67928,1,0
57463,1,0
68897,1,0
42141,1,0
52881,1,0
52479,1,0
73104,1,0
24187,0,0
4523,0,0
69164,1,0
56753,1,0
24668,0,0
28889,0,0
74840,1,0
60632,1,0
78547,1,0
50783,1,0
64588,1,0
41797,1,0
27639,0,0
42152,1,0
10897,0,0
69235,1,0
25943,0,0
55982,1,0
75613,1,0
57288,1,0
66390,1,0
52234,1,0
54248,1,0
8963,0,0
63145,1,0
55257,1,0
20864,0,0
31501,0,0
9710,0,0
24859,0,0
29286,0,0
27229,0,0
60288,1,0
50597,1,0
75375,1,0
6912,0,0
77799,1,0
27743,0,0
73985,1,0
