,z,cluster
48471,1,8
26221,0,8
49594,1,8
48459,1,8
48923,1,8
47080,1,8
26796,0,8
49105,1,8
49718,1,8
49099,1,8
46490,1,8
47588,1,8
47595,1,8
44545,1,8
47625,1,8
47635,1,8
48979,1,8
47078,1,8
26700,0,8
44364,1,8
48703,1,8
44418,1,8
45274,1,8
47546,1,8
49066,1,8
48924,1,8
47197,1,8
49323,1,8
49096,1,8
47101,1,8
46679,1,8
48982,1,8
49550,1,8
46477,1,8
49664,1,8
49070,1,8
48366,1,8
49804,1,8
49362,1,8
47715,1,8
48050,1,8
28236,0,8
44397,1,8
48981,1,8
49579,1,8
48951,1,8
49090,1,8
26298,0,8
46116,1,8
49084,1,8
49089,1,8
49592,1,8
49357,1,8
45179,1,8
47686,1,8
48847,1,8
48463,1,8
49135,1,8
48984,1,8
46584,1,8
49043,1,8
47354,1,8
46617,1,8
47120,1,8
48228,1,8
45159,1,8
48846,1,8
44473,1,8
44875,1,8
49102,1,8
49611,1,8
49018,1,8
45156,1,8
45171,1,8
44470,1,8
49074,1,8
