,0,1,2,3,4,5,6,7,8,9,10,11
48471,0.047927,0.050268,0.078869,0.104952,0.091789,0.182255,0.138415,0.07336,0.170437,0.247747,0.1740249999999999,0.26329
26221,0.071497,0.110375,0.08506,0.104961,0.129963,0.1751749999999999,0.110098,0.0513879999999999,0.180026,0.261356,0.154099,0.2762219999999999
49594,0.051515,0.065026,0.084545,0.100402,0.10624,0.166719,0.123151,0.065805,0.185961,0.233752,0.181841,0.288864
48459,0.047709,0.067888,0.076215,0.10753,0.100182,0.186509,0.132465,0.072256,0.1788789999999999,0.248801,0.172391,0.282478
48923,0.0540099999999999,0.0558059999999999,0.074607,0.11039,0.0993479999999999,0.180039,0.125019,0.068727,0.182759,0.221606,0.17326,0.290021
47080,0.0587009999999999,0.095103,0.078327,0.113033,0.06018,0.183671,0.127378,0.07148,0.196626,0.213887,0.183491,0.283087
26796,0.041448,0.092654,0.090715,0.099452,0.081273,0.179113,0.135444,0.066228,0.20803,0.212243,0.204752,0.257487
49105,0.050191,0.073556,0.083646,0.1105589999999999,0.112986,0.141454,0.13401,0.068455,0.18257,0.237988,0.18254,0.295364
49718,0.049039,0.053694,0.087311,0.1142489999999999,0.105869,0.152414,0.122807,0.069362,0.177449,0.262447,0.1684659999999999,0.283057
49099,0.049428,0.074931,0.075993,0.11048,0.101005,0.154271,0.131812,0.06023,0.176795,0.222668,0.181959,0.275607
46490,0.048822,0.086987,0.080923,0.1117399999999999,0.069215,0.160296,0.1203299999999999,0.065215,0.202633,0.2186469999999999,0.187954,0.275905
47588,0.0506179999999999,0.06205,0.0751339999999999,0.107605,0.093598,0.184058,0.14362,0.0722879999999999,0.181784,0.2274149999999999,0.1675019999999999,0.276995
47595,0.0481259999999999,0.051857,0.075956,0.105441,0.106916,0.175287,0.133289,0.066693,0.1748819999999999,0.217912,0.175987,0.273
44545,0.046186,0.100252,0.080656,0.115021,0.095739,0.127391,0.140208,0.073878,0.184117,0.242271,0.182242,0.273597
47625,0.0523149999999999,0.0463009999999999,0.083415,0.107202,0.074642,0.167228,0.142476,0.0745509999999999,0.179419,0.220348,0.188407,0.2752179999999999
47635,0.046799,0.056833,0.079733,0.113796,0.065927,0.167286,0.141067,0.071569,0.182456,0.215643,0.177532,0.276343
