,z,cluster
17513,0,3
1206,0,3
79204,1,3
79087,1,3
79460,1,3
78975,1,3
1316,0,3
17817,0,3
17676,0,3
17934,0,3
79158,1,3
68180,1,3
79723,1,3
18099,0,3
79449,1,3
17452,0,3
79532,1,3
79533,1,3
18079,0,3
79429,1,3
1825,0,3
67483,1,3
17771,0,3
79636,1,3
79066,1,3
17948,0,3
78851,1,3
17757,0,3
18188,0,3
21525,0,3
79333,1,3
78914,1,3
1192,0,3
79871,1,3
79992,1,3
1287,0,3
79834,1,3
1308,0,3
79415,1,3
18007,0,3
21778,0,3
18090,0,3
79280,1,3
79441,1,3
79093,1,3
78827,1,3
1306,0,3
79055,1,3
17493,0,3
17526,0,3
17656,0,3
17945,0,3
17440,0,3
79258,1,3
18060,0,3
78976,1,3
11814,0,3
1291,0,3
79810,1,3
1853,0,3
79511,1,3
12654,0,3
79555,1,3
1063,0,3
79130,1,3
18066,0,3
17263,0,3
79588,1,3
17798,0,3
79209,1,3
17898,0,3
78823,1,3
78812,1,3
17683,0,3
17707,0,3
78925,1,3
79389,1,3
79278,1,3
1450,0,3
79924,1,3
1447,0,3
17701,0,3
17962,0,3
17872,0,3
79008,1,3
49856,1,3
79395,1,3
79804,1,3
1848,0,3
1212,0,3
79446,1,3
17468,0,3
17809,0,3
79677,1,3
17442,0,3
17421,0,3
78994,1,3
17939,0,3
78065,1,3
17989,0,3
79214,1,3
79479,1,3
17686,0,3
79422,1,3
79643,1,3
78922,1,3
74805,1,3
79426,1,3
17499,0,3
17627,0,3
78997,1,3
79100,1,3
79874,1,3
79808,1,3
17262,0,3
79707,1,3
79742,1,3
49855,1,3
79903,1,3
79706,1,3
17500,0,3
1835,0,3
74433,1,3
79215,1,3
79656,1,3
1819,0,3
79361,1,3
1938,0,3
17250,0,3
79142,1,3
1190,0,3
24973,0,3
79620,1,3
28492,0,3
18204,0,3
78061,1,3
1870,0,3
4360,0,3
79160,1,3
76312,1,3
17669,0,3
17560,0,3
79545,1,3
79171,1,3
79663,1,3
79505,1,3
17931,0,3
1862,0,3
79168,1,3
79820,1,3
70586,1,3
77680,1,3
79069,1,3
77303,1,3
79733,1,3
1179,0,3
17483,0,3
17418,0,3
17502,0,3
78865,1,3
79709,1,3
18010,0,3
17910,0,3
17830,0,3
79573,1,3
79172,1,3
79598,1,3
79734,1,3
79607,1,3
78838,1,3
79836,1,3
79562,1,3
79984,1,3
79126,1,3
79271,1,3
17745,0,3
17531,0,3
