,0,1,2,3,4,5,6,7,8,9,10,11
33093,0.066657,0.087238,0.088169,0.111736,0.1466029999999999,0.238807,0.207242,0.196049,0.081538,0.112316,0.183056,0.07624
49128,0.045552,0.060984,0.078795,0.10852,0.098131,0.157305,0.13502,0.069229,0.160544,0.189964,0.174329,0.280307
48098,0.048209,0.073333,0.10111,0.093518,0.088612,0.197734,0.130391,0.063985,0.12691,0.127126,0.163206,0.125288
35170,0.048552,0.1041719999999999,0.079681,0.096926,0.133816,0.274351,0.227465,0.240879,0.2711469999999999,0.243722,0.184214,0.378849
59331,0.048451,0.104088,0.09509,0.101918,0.156658,0.155098,0.1614989999999999,0.173718,0.163622,0.166645,0.12472,0.183724
3367,0.093168,0.110503,0.0833,0.119936,0.1231869999999999,0.19501,0.1702509999999999,0.065052,0.321259,0.277929,0.1409159999999999,0.350055
70901,0.0438309999999999,0.1058399999999999,0.079257,0.101369,0.104422,0.26233,0.250475,0.243082,0.206164,0.197958,0.305521,0.235422
38551,0.066607,0.126682,0.1045309999999999,0.088701,0.138162,0.231895,0.169222,0.199713,0.208035,0.172793,0.183492,0.282668
13677,0.045566,0.072795,0.071521,0.1047439999999999,0.075959,0.176293,0.165023,0.092903,0.1101549999999999,0.068869,0.1662539999999999,0.1989689999999999
70114,0.039631,0.054076,0.090427,0.089806,0.187485,0.150815,0.203442,0.270208,0.175665,0.2065449999999999,0.302815,0.18822
44468,0.041356,0.098595,0.0771999999999999,0.110927,0.11781,0.1736809999999999,0.135876,0.072048,0.220099,0.208645,0.178001,0.307366
32641,0.063084,0.115347,0.075114,0.1109859999999999,0.089085,0.0988599999999999,0.123724,0.213292,0.158938,0.156446,0.167891,0.239863
71178,0.083123,0.100911,0.059405,0.096517,0.156437,0.148814,0.13977,0.237727,0.1579229999999999,0.146401,0.203444,0.190768
46247,0.059774,0.091194,0.078786,0.107775,0.06471,0.163819,0.119127,0.065321,0.197048,0.288534,0.188478,0.215004
10210,0.070327,0.094555,0.1055499999999999,0.090115,0.143453,0.159079,0.195517,0.186682,0.269754,0.295412,0.204799,0.292373
10317,0.0782289999999999,0.099102,0.090991,0.089293,0.189528,0.133915,0.160667,0.143604,0.305216,0.2945629999999999,0.1489639999999999,0.40479
59871,0.048387,0.129491,0.079594,0.098386,0.2144579999999999,0.111396,0.171096,0.152064,0.1951419999999999,0.186466,0.127027,0.224984
16699,0.070089,0.096963,0.076932,0.1126839999999999,0.123757,0.214751,0.174485,0.062892,0.052786,0.049888,0.13615,0.137087
72359,0.068021,0.073128,0.104146,0.0908259999999999,0.144406,0.241138,0.212228,0.216662,0.2354329999999999,0.195976,0.274575,0.324039
35229,0.049272,0.096683,0.087575,0.098613,0.144279,0.256648,0.261707,0.27648,0.265306,0.198415,0.1751289999999999,0.457477
33394,0.061507,0.0897,0.089165,0.098298,0.104124,0.273595,0.269718,0.201649,0.224886,0.2642569999999999,0.332381,0.099289
50496,0.0532599999999999,0.106503,0.10491,0.119684,0.206442,0.173896,0.193595,0.182132,0.217715,0.209874,0.138486,0.334401
36002,0.058265,0.051364,0.0642929999999999,0.094203,0.076391,0.1418849999999999,0.141904,0.158774,0.271206,0.254116,0.249498,0.208179
26323,0.057992,0.122669,0.092962,0.091512,0.127668,0.170025,0.112842,0.05471,0.169384,0.236323,0.185787,0.231754
