,z,cluster
26716,0,6
45249,1,6
48453,1,6
26336,0,6
46533,1,6
46743,1,6
48356,1,6
46726,1,6
47026,1,6
49911,1,6
48540,1,6
48941,1,6
44887,1,6
46759,1,6
47002,1,6
44883,1,6
47630,1,6
47035,1,6
67385,1,6
47146,1,6
26621,0,6
46001,1,6
67400,1,6
45239,1,6
26419,0,6
48556,1,6
44893,1,6
45242,1,6
45238,1,6
47634,1,6
47537,1,6
44904,1,6
48541,1,6
45237,1,6
49095,1,6
45085,1,6
47161,1,6
48862,1,6
47698,1,6
67402,1,6
48423,1,6
48384,1,6
47011,1,6
47697,1,6
44230,1,6
47569,1,6
49056,1,6
48466,1,6
26872,0,6
48349,1,6
48542,1,6
48433,1,6
47714,1,6
46884,1,6
48451,1,6
47519,1,6
46971,1,6
49574,1,6
26349,0,6
64903,1,6
46886,1,6
48522,1,6
26337,0,6
48354,1,6
48434,1,6
49510,1,6
46689,1,6
44574,1,6
47679,1,6
45353,1,6
44541,1,6
48534,1,6
49572,1,6
47763,1,6
47622,1,6
46073,1,6
49507,1,6
47722,1,6
48377,1,6
46975,1,6
45195,1,6
48874,1,6
47081,1,6
49577,1,6
47615,1,6
48449,1,6
47937,1,6
49559,1,6
